Date,Open,High,Low,Close,Adj Close,Volume
2016-12-13,3.337100,3.364200,3.317600,3.337300,3.337300,0
2016-12-14,3.333900,3.347100,3.302100,3.334200,3.334200,0
2016-12-15,3.368900,3.406600,3.346800,3.369000,3.369000,0
2016-12-16,3.367700,3.405000,3.343000,3.365700,3.365700,0
2016-12-19,3.392400,3.401100,3.366800,3.390400,3.390400,0
2016-12-20,3.363200,3.376800,3.348900,3.363900,3.363900,0
2016-12-21,3.353300,3.357300,3.324800,3.353100,3.353100,0
2016-12-22,3.325500,3.346000,3.315000,3.325400,3.325400,0
2016-12-23,3.285900,3.289300,3.259500,3.286300,3.286300,0
2016-12-26,3.269500,3.272800,3.269500,3.269500,3.269500,0
2016-12-27,3.269800,3.286400,3.266000,3.269600,3.269600,0
2016-12-28,3.269600,3.293800,3.253500,3.269400,3.269400,0
2016-12-29,3.284300,3.284300,3.242100,3.282500,3.282500,0
2016-12-30,3.252600,3.255100,3.249700,3.252300,3.252300,0
2017-01-02,3.253200,3.279700,3.242700,3.253200,3.253200,0
2017-01-03,3.284100,3.289700,3.247500,3.284000,3.284000,0
2017-01-04,3.263500,3.264300,3.218800,3.263500,3.263500,0
2017-01-05,3.214900,3.227600,3.199800,3.214100,3.214100,0
2017-01-06,3.197500,3.211800,3.189400,3.197700,3.197700,0
2017-01-09,3.222400,3.227000,3.196100,3.222200,3.222200,0
2017-01-10,3.193100,3.197000,3.179400,3.195500,3.195500,0
2017-01-11,3.194400,3.222500,3.188300,3.194500,3.194500,0
2017-01-12,3.196000,3.197200,3.156600,3.196300,3.196300,0
2017-01-13,3.186400,3.219200,3.179900,3.186800,3.186800,0
2017-01-16,3.219800,3.230800,3.211500,3.186800,3.186800,0
2017-01-17,3.239900,3.241300,3.198500,3.240500,3.240500,0
2017-01-18,3.209900,3.227800,3.180500,3.209800,3.209800,0
2017-01-19,3.230300,3.233400,3.198900,3.229600,3.229600,0
2017-01-20,3.192900,3.198300,3.184000,3.194900,3.194900,0
2017-01-23,3.168900,3.171600,3.155100,3.142300,3.142300,0
2017-01-24,3.161500,3.171100,3.156900,3.161700,3.161700,0
2017-01-25,3.168700,3.170900,3.159100,3.168700,3.168700,0
2017-01-26,3.168900,3.187800,3.148300,3.168500,3.168500,0
2017-01-27,3.175700,3.179800,3.144100,3.176100,3.176100,0
2017-01-30,3.138700,3.151200,3.118300,3.109600,3.109600,0
2017-01-31,3.125200,3.135300,3.105600,3.125500,3.125500,0
2017-02-01,3.147900,3.160300,3.134400,3.150100,3.150100,0
2017-02-02,3.128100,3.129900,3.107800,3.128000,3.128000,0
2017-02-03,3.122200,3.135600,3.104600,3.122500,3.122500,0
2017-02-06,3.116000,3.123900,3.106400,3.119500,3.119500,0
2017-02-07,3.114800,3.133300,3.111700,3.113700,3.113700,0
2017-02-08,3.116700,3.126800,3.115500,3.116700,3.116700,0
2017-02-09,3.116100,3.125100,3.112600,3.115900,3.115900,0
2017-02-10,3.128600,3.129300,3.107100,3.128800,3.128800,0
2017-02-13,3.115800,3.121000,3.109600,3.107100,3.107100,0
2017-02-14,3.110000,3.115200,3.091200,3.110100,3.110100,0
2017-02-15,3.083500,3.089700,3.058100,3.081200,3.081200,0
2017-02-16,3.056000,3.058100,3.041300,3.056100,3.056100,0
2017-02-17,3.085300,3.105500,3.080700,3.087500,3.087500,0
2017-02-20,3.103500,3.103600,3.082800,3.095500,3.095500,0
2017-02-21,3.085500,3.102000,3.082900,3.085500,3.085500,0
2017-02-22,3.094100,3.096700,3.072400,3.093900,3.093900,0
2017-02-23,3.062400,3.072000,3.050400,3.062300,3.062300,0
2017-02-24,3.060100,3.103900,3.055700,3.060300,3.060300,0
2017-02-27,3.109500,3.111900,3.104800,3.094600,3.094600,0
2017-02-28,3.107500,3.108700,3.085800,3.105300,3.105300,0
2017-03-01,3.108100,3.116900,3.105500,3.108000,3.108000,0
2017-03-02,3.089500,3.125600,3.077400,3.088200,3.088200,0
2017-03-03,3.155200,3.157100,3.127900,3.154600,3.154600,0
2017-03-06,3.115300,3.120400,3.094900,3.120000,3.120000,0
2017-03-07,3.137400,3.138500,3.110000,3.137200,3.137200,0
2017-03-08,3.118400,3.151900,3.115600,3.115900,3.115900,0
2017-03-09,3.161400,3.182700,3.157800,3.159300,3.159300,0
2017-03-10,3.191400,3.194000,3.150500,3.191300,3.191300,0
2017-03-13,3.138200,3.157600,3.131000,3.147500,3.147500,0
2017-03-14,3.152200,3.166400,3.137200,3.152400,3.152400,0
2017-03-15,3.163500,3.178000,3.142500,3.163700,3.163700,0
2017-03-16,3.102200,3.117200,3.087000,3.099900,3.099900,0
2017-03-17,3.119200,3.120600,3.090300,3.119300,3.119300,0
2017-03-20,3.091800,3.113500,3.078900,3.086600,3.086600,0
2017-03-21,3.070900,3.090700,3.053500,3.071000,3.071000,0
2017-03-22,3.086700,3.104100,3.082000,3.086800,3.086800,0
2017-03-23,3.082600,3.132100,3.071900,3.084800,3.084800,0
2017-03-24,3.138200,3.146900,3.114100,3.138100,3.138100,0
2017-03-27,3.106300,3.133400,3.091500,3.109700,3.109700,0
2017-03-28,3.121700,3.134800,3.120700,3.125200,3.125200,0
2017-03-29,3.137100,3.141100,3.114200,3.138400,3.138400,0
2017-03-30,3.122000,3.133500,3.096300,3.122100,3.122100,0
2017-03-31,3.147600,3.174700,3.125500,3.147700,3.147700,0
2017-04-03,3.120300,3.131500,3.101200,3.121800,3.121800,0
2017-04-04,3.113300,3.135800,3.110600,3.113000,3.113000,0
2017-04-05,3.093100,3.097200,3.071800,3.095600,3.095600,0
2017-04-06,3.120000,3.125000,3.098200,3.119600,3.119600,0
2017-04-07,3.141500,3.143600,3.121600,3.141500,3.141500,0
2017-04-10,3.146000,3.152500,3.130100,3.144700,3.144700,0
2017-04-11,3.128300,3.151800,3.125600,3.131800,3.131800,0
2017-04-12,3.136900,3.150400,3.131500,3.136800,3.136800,0
2017-04-13,3.123600,3.135700,3.117700,3.123500,3.123500,0
2017-04-14,3.143700,3.144100,3.141000,3.142400,3.142400,0
2017-04-17,3.140200,3.144700,3.099300,3.143700,3.143700,0
2017-04-18,3.140200,3.140200,3.081200,3.130300,3.130300,0
2017-04-19,3.106500,3.139100,3.094400,3.106500,3.106500,0
2017-04-20,3.148500,3.150400,3.125300,3.148300,3.148300,0
2017-04-21,3.147000,3.154500,3.144100,3.147100,3.147100,0
2017-04-24,3.146800,3.148500,3.077900,3.146800,3.146800,0
2017-04-25,3.123500,3.163300,3.109500,3.127000,3.127000,0
2017-04-26,3.147100,3.189800,3.130500,3.147200,3.147200,0
2017-04-27,3.171000,3.187900,3.157000,3.171100,3.171100,0
2017-04-28,3.177500,3.208700,3.158500,3.181100,3.181100,0
2017-05-01,3.173300,3.175400,3.167600,3.176100,3.176100,0
2017-05-02,3.175100,3.187500,3.160700,3.175100,3.175100,0
2017-05-03,3.150000,3.159100,3.136000,3.150200,3.150200,0
2017-05-04,3.162500,3.183900,3.137200,3.162100,3.162100,0
2017-05-05,3.184900,3.190700,3.168300,3.184900,3.184900,0
2017-05-08,3.166500,3.195800,3.166500,3.177700,3.177700,0
2017-05-09,3.196500,3.197600,3.178600,3.196400,3.196400,0
2017-05-10,3.188900,3.189500,3.153700,3.186800,3.186800,0
2017-05-11,3.166000,3.166900,3.146300,3.165700,3.165700,0
2017-05-12,3.138800,3.150500,3.118500,3.139000,3.139000,0
2017-05-15,3.124100,3.124500,3.094900,3.177700,3.177700,0
2017-05-16,3.104700,3.108900,3.088900,3.108200,3.108200,0
2017-05-17,3.095700,3.111800,3.092800,3.095800,3.095800,0
2017-05-18,3.135700,3.405200,3.131100,3.133400,3.133400,0
2017-05-19,3.368800,3.369400,3.274300,3.369000,3.369000,0
2017-05-22,3.255900,3.304700,3.229700,3.253300,3.253300,0
2017-05-23,3.265500,3.276500,3.255900,3.265400,3.265400,0
2017-05-24,3.265200,3.275000,3.250300,3.268600,3.268600,0
2017-05-25,3.274000,3.288600,3.265900,3.274200,3.274200,0
2017-05-26,3.273500,3.290000,3.249600,3.273500,3.273500,0
2017-05-29,3.258100,3.272900,3.256300,3.177700,3.177700,0
2017-05-30,3.255200,3.267500,3.252700,3.255400,3.255400,0
2017-05-31,3.256300,3.258500,3.237000,3.256200,3.256200,0
2017-06-01,3.225200,3.237000,3.218800,3.225100,3.225100,0
2017-06-02,3.249100,3.250000,3.228300,3.249000,3.249000,0
2017-06-05,3.246900,3.291900,3.242100,3.249200,3.249200,0
2017-06-06,3.292600,3.299000,3.271800,3.296100,3.296100,0
2017-06-07,3.276000,3.283000,3.266800,3.276000,3.276000,0
2017-06-08,3.265300,3.286800,3.264900,3.267300,3.267300,0
2017-06-09,3.259800,3.279400,3.254700,3.259600,3.259600,0
2017-06-12,3.293700,3.309800,3.274000,3.177700,3.177700,0
2017-06-13,3.316700,3.331300,3.297900,3.316700,3.316700,0
2017-06-14,3.311000,3.315200,3.270400,3.314400,3.314400,0
2017-06-15,3.272700,3.282800,3.270200,3.272600,3.272600,0
2017-06-16,3.275600,3.293800,3.271300,3.273600,3.273600,0
2017-06-19,3.289300,3.311800,3.281100,3.288600,3.288600,0
2017-06-20,3.281000,3.319400,3.278900,3.281100,3.281100,0
2017-06-21,3.322000,3.327500,3.314200,3.325500,3.325500,0
2017-06-22,3.333300,3.344000,3.322400,3.333400,3.333400,0
2017-06-23,3.338200,3.341800,3.325800,3.339700,3.339700,0
2017-06-26,3.339700,3.342400,3.307400,3.341500,3.341500,0
2017-06-27,3.294900,3.324200,3.272800,3.294800,3.294800,0
2017-06-28,3.312000,3.313000,3.297200,3.312000,3.312000,0
2017-06-29,3.279800,3.302000,3.276800,3.279500,3.279500,0
2017-06-30,3.302800,3.311600,3.291200,3.302700,3.302700,0
2017-07-03,3.296800,3.319800,3.280400,3.177700,3.177700,0
2017-07-04,3.297000,3.309800,3.295700,3.300500,3.300500,0
2017-07-05,3.277900,3.329000,3.277900,3.309200,3.309200,0
2017-07-06,3.283500,3.315500,3.283500,3.287000,3.287000,0
2017-07-07,3.297200,3.298400,3.274300,3.297300,3.297300,0
2017-07-10,3.278900,3.300000,3.257400,3.177700,3.177700,0
2017-07-11,null,null,null,null,null,null
2017-07-12,3.253100,3.253800,3.216000,3.253100,3.253100,0
2017-07-13,3.207200,3.216800,3.199200,3.206800,3.206800,0
2017-07-14,3.206500,3.210600,3.182700,3.210000,3.210000,0
2017-07-17,3.181500,3.185300,3.174900,3.177700,3.177700,0
2017-07-18,3.154300,3.182000,3.153000,3.181200,3.181200,0
2017-07-19,3.152800,3.160600,3.147800,3.152700,3.152700,0
2017-07-20,3.149800,3.152800,3.126200,3.147700,3.147700,0
2017-07-21,3.094700,3.125800,3.094700,3.118400,3.118400,0
2017-07-24,3.139500,3.149300,3.134400,3.177700,3.177700,0
2017-07-25,3.142700,3.165200,3.138600,3.144400,3.144400,0
2017-07-26,3.169200,3.174000,3.151100,3.171200,3.171200,0
2017-07-27,3.134000,3.157400,3.116100,3.137500,3.137500,0
2017-07-28,3.152500,3.156500,3.139800,3.152600,3.152600,0
2017-07-31,3.130400,3.141400,3.122000,3.177700,3.177700,0
2017-08-01,3.125700,3.126800,3.109700,3.125800,3.125800,0
2017-08-02,3.126100,3.134300,3.120000,3.122800,3.122800,0
2017-08-03,3.099800,3.125200,3.092400,3.112200,3.112200,0
2017-08-04,3.111500,3.127300,3.103800,3.111500,3.111500,0
2017-08-07,3.116200,3.130800,3.107900,3.129300,3.129300,0
2017-08-08,3.124300,3.134400,3.120000,3.124200,3.124200,0
2017-08-09,3.126200,3.148000,3.123700,3.125900,3.125900,0
2017-08-10,3.154200,3.159000,3.148200,3.152300,3.152300,0
2017-08-11,3.173700,3.175300,3.162200,3.173600,3.173600,0
2017-08-14,3.188800,3.202700,3.173000,3.177700,3.177700,0
2017-08-15,3.187000,3.201800,3.184600,3.187200,3.187200,0
2017-08-16,3.167700,3.174700,3.163600,3.167600,3.167600,0
2017-08-17,3.128500,3.164200,3.128500,3.151400,3.151400,0
2017-08-18,3.173400,3.174300,3.153100,3.173300,3.173300,0
2017-08-21,3.144900,3.149300,3.134500,3.177700,3.177700,0
2017-08-22,3.162800,3.163500,3.147200,3.163000,3.163000,0
2017-08-23,3.160600,3.166600,3.152100,3.160500,3.160500,0
2017-08-24,3.139200,3.144300,3.133300,3.139300,3.139300,0
2017-08-25,3.143100,3.149800,3.135600,3.146500,3.146500,0
2017-08-28,3.155800,3.160000,3.148200,3.158700,3.158700,0
2017-08-29,3.165700,3.174200,3.158900,3.165800,3.165800,0
2017-08-30,3.164300,3.169600,3.160400,3.164200,3.164200,0
2017-08-31,3.158900,3.166000,3.139800,3.158800,3.158800,0
2017-09-01,3.126500,3.146700,3.122800,3.146000,3.146000,0
2017-09-04,3.135800,3.143500,3.134800,3.177700,3.177700,0
2017-09-05,3.139200,3.140600,3.113600,3.139400,3.139400,0
2017-09-06,3.115600,3.117400,3.108600,3.115800,3.115800,0
2017-09-07,3.097500,3.107000,3.095100,3.097900,3.097900,0
2017-09-08,3.097800,3.099100,3.085100,3.097600,3.097600,0
2017-09-11,3.088500,3.099000,3.078800,3.177700,3.177700,0
2017-09-12,3.101500,3.121600,3.082400,3.099700,3.099700,0
2017-09-13,3.123800,3.137800,3.121500,3.121900,3.121900,0
2017-09-14,3.132600,3.143700,3.115900,3.131600,3.131600,0
2017-09-15,3.116200,3.129600,3.115400,3.118100,3.118100,0
2017-09-18,3.112000,3.130200,3.105500,3.109700,3.109700,0
2017-09-19,3.131400,3.135700,3.125400,3.134900,3.134900,0
2017-09-20,3.133100,3.135900,3.121800,3.132800,3.132800,0
2017-09-21,3.130800,3.138900,3.127000,3.130600,3.130600,0
2017-09-22,3.132800,3.138000,3.122000,3.134500,3.134500,0
2017-09-25,3.117200,3.150100,3.117200,3.123500,3.123500,0
2017-09-26,3.157300,3.170900,3.153000,3.157300,3.157300,0
2017-09-27,3.165900,3.197600,3.154600,3.163900,3.163900,0
2017-09-28,3.191500,3.194700,3.174200,3.191900,3.191900,0
2017-09-29,3.171200,3.188200,3.156500,3.180900,3.180900,0
2017-10-02,3.162200,3.171100,3.156700,3.163400,3.163400,0
2017-10-03,3.153300,3.161500,3.139800,3.152900,3.152900,0
2017-10-04,3.141000,3.143200,3.121300,3.140800,3.140800,0
2017-10-05,3.133400,3.137600,3.119800,3.133200,3.133200,0
2017-10-06,3.152300,3.170800,3.149000,3.152400,3.152400,0
2017-10-09,3.123300,3.186600,3.123300,3.155500,3.155500,0
2017-10-10,3.183300,3.187400,3.161200,3.186800,3.186800,0
2017-10-11,3.177900,3.178400,3.148800,3.177800,3.177800,0
2017-10-12,3.169600,3.170100,3.148300,3.169700,3.169700,0
2017-10-13,3.169200,3.177700,3.149400,3.169000,3.169000,0
2017-10-16,3.144300,3.166800,3.128700,3.146200,3.146200,0
2017-10-17,3.166800,3.180100,3.156800,3.170300,3.170300,0
2017-10-18,3.154200,3.178400,3.142800,3.156100,3.156100,0
2017-10-19,3.170000,3.177500,3.156500,3.170100,3.170100,0
2017-10-20,3.162700,3.192200,3.162700,3.164900,3.164900,0
2017-10-23,3.191100,3.214400,3.187400,3.190900,3.190900,0
2017-10-24,3.236600,3.262600,3.226800,3.234400,3.234400,0
2017-10-25,3.215400,3.250500,3.215400,3.242600,3.242600,0
2017-10-26,3.229300,3.259900,3.229300,3.231200,3.231200,0
2017-10-27,3.261300,3.296800,3.261300,3.286500,3.286500,0
2017-10-30,3.234800,3.263100,3.233000,3.234800,3.234800,0
2017-10-31,3.287200,3.288200,3.267100,3.287300,3.287300,0
2017-11-01,3.269500,3.285700,3.259100,3.269600,3.269600,0
2017-11-02,3.265800,3.267000,3.242400,3.266200,3.266200,0
2017-11-03,3.266400,3.331500,3.250500,3.264600,3.264600,0
2017-11-06,3.312700,3.313700,3.273300,3.292600,3.292600,0
2017-11-07,3.248000,3.286000,3.246000,3.247900,3.247900,0
2017-11-08,3.269900,3.274000,3.240700,3.270100,3.270100,0
2017-11-09,3.251300,3.265100,3.237000,3.251300,3.251300,0
2017-11-10,3.248700,3.270900,3.247100,3.248700,3.248700,0
2017-11-13,3.276600,3.295700,3.257500,3.276400,3.276400,0
2017-11-14,3.278100,3.302800,3.266700,3.275900,3.275900,0
2017-11-15,3.309900,3.313200,3.309700,3.311900,3.311900,0
2017-11-16,null,null,null,null,null,null
2017-11-17,3.272200,3.286000,3.262600,3.270600,3.270600,0
2017-11-20,3.255800,3.272900,3.253600,3.254500,3.254500,0
2017-11-21,3.254000,3.264000,3.243400,3.254000,3.254000,0
2017-11-22,3.257400,3.263500,3.230700,3.257300,3.257300,0
2017-11-23,3.222700,3.241400,3.220700,3.222900,3.222900,0
2017-11-24,3.220500,3.234300,3.218500,3.220300,3.220300,0
2017-11-27,3.231800,3.232300,3.212400,3.232900,3.232900,0
2017-11-28,3.226400,3.229800,3.201400,3.226400,3.226400,0
2017-11-29,3.211500,3.229700,3.200700,3.209700,3.209700,0
2017-11-30,3.244900,3.285800,3.235200,3.244800,3.244800,0
2017-12-01,3.271300,3.279700,3.247700,3.271200,3.271200,0
2017-12-04,3.256600,3.260000,3.243400,3.257400,3.257400,0
2017-12-05,3.242600,3.244100,3.219300,3.242600,3.242600,0
2017-12-06,3.240400,3.245000,3.225300,3.240300,3.240300,0
2017-12-07,3.233900,3.316100,3.230700,3.234300,3.234300,0
2017-12-08,3.289200,3.308600,3.257900,3.287200,3.287200,0
2017-12-11,3.287800,3.295200,3.272900,3.287800,3.287800,0
2017-12-12,3.303400,3.330700,3.288100,3.303300,3.303300,0
2017-12-13,3.304500,3.319300,3.279400,3.303100,3.303100,0
2017-12-14,3.308600,3.344400,3.306300,3.308600,3.308600,0
2017-12-15,3.340400,3.341200,3.308100,3.340400,3.340400,0
2017-12-18,3.293500,3.302300,3.278500,3.292000,3.292000,0
2017-12-19,3.290500,3.305000,3.280900,3.290500,3.290500,0
2017-12-20,3.288600,3.298300,3.256900,3.288500,3.288500,0
2017-12-21,3.294300,3.314300,3.288400,3.296500,3.296500,0
2017-12-22,3.306900,3.328100,3.279300,3.306800,3.306800,0
2017-12-25,3.336000,3.336400,3.335400,3.338000,3.338000,0
2017-12-26,3.335500,3.336100,3.310200,3.335500,3.335500,0
2017-12-27,3.309700,3.311400,3.293200,3.309700,3.309700,0
2017-12-28,3.313500,3.316100,3.279500,3.313300,3.313300,0
2017-12-29,3.311000,3.312200,3.282000,3.311100,3.311100,0
2018-01-01,3.310500,3.311700,3.309300,3.307600,3.307600,0
2018-01-02,3.310800,3.312700,3.258500,3.311000,3.311000,0
2018-01-03,3.257400,3.263800,3.241000,3.257800,3.257800,0
2018-01-04,3.235600,3.241000,3.221400,3.235500,3.235500,0
2018-01-05,3.232800,3.247900,3.225600,3.233100,3.233100,0
2018-01-08,3.228100,3.243500,3.223500,3.226600,3.226600,0
2018-01-09,3.239200,3.253500,3.228100,3.239000,3.239000,0
2018-01-10,3.246600,3.253900,3.235600,3.246800,3.246800,0
2018-01-11,3.226500,3.236500,3.220300,3.226400,3.226400,0
2018-01-12,3.214200,3.228700,3.197200,3.214200,3.214200,0
2018-01-15,3.202400,3.205600,3.176100,3.200700,3.200700,0
2018-01-16,3.213200,3.235800,3.205000,3.213200,3.213200,0
2018-01-17,3.222800,3.237400,3.217900,3.222700,3.222700,0
2018-01-18,3.222400,3.223300,3.201300,3.222200,3.222200,0
2018-01-19,3.204800,3.212700,3.201100,3.205100,3.205100,0
2018-01-22,3.193800,3.206300,3.182800,3.194700,3.194700,0
2018-01-23,3.200700,3.236400,3.198600,3.200700,3.200700,0
2018-01-24,3.233700,3.238200,3.175700,3.235500,3.235500,0
2018-01-25,3.145100,3.148400,3.121500,3.145100,3.145100,0
2018-01-26,3.145400,3.154300,3.131200,3.146900,3.146900,0
2018-01-29,3.152600,3.170400,3.144900,3.151000,3.151000,0
2018-01-30,3.153800,3.193700,3.145600,3.153600,3.153600,0
2018-01-31,3.179600,3.183100,3.143800,3.179500,3.179500,0
2018-02-01,3.184400,3.193800,3.161500,3.184700,3.184700,0
2018-02-02,3.163700,3.220600,3.161900,3.163700,3.163700,0
2018-02-05,3.216900,3.245500,3.213800,3.215400,3.215400,0
2018-02-06,3.261100,3.275900,3.217500,3.261100,3.261100,0
2018-02-07,3.233300,3.263000,3.231400,3.233400,3.233400,0
2018-02-08,3.269600,3.292600,3.256200,3.269900,3.269900,0
2018-02-09,3.284400,3.307500,3.270800,3.284600,3.284600,0
2018-02-12,3.292500,3.294900,3.263500,3.290800,3.290800,0
2018-02-13,3.293900,3.294700,3.291800,3.294000,3.294000,0
2018-02-14,3.294400,3.298700,3.250900,3.294200,3.294200,0
2018-02-15,3.214100,3.234900,3.191600,3.216200,3.216200,0
2018-02-16,3.226500,3.246100,3.216600,3.226400,3.226400,0
2018-02-19,3.229800,3.236200,3.221500,3.228200,3.228200,0
2018-02-20,3.233200,3.255400,3.231400,3.233100,3.233100,0
2018-02-21,3.254200,3.260200,3.230400,3.254300,3.254300,0
2018-02-22,3.267400,3.270800,3.248700,3.267600,3.267600,0
2018-02-23,3.248900,3.249400,3.230900,3.248700,3.248700,0
2018-02-26,3.238500,3.243400,3.225500,3.237200,3.237200,0
2018-02-27,3.222500,3.253000,3.220500,3.222500,3.222500,0
2018-02-28,3.250000,3.253000,3.223300,3.248500,3.248500,0
2018-03-01,3.244700,3.269200,3.236200,3.244800,3.244800,0
2018-03-02,3.248200,3.265100,3.248000,3.250000,3.250000,0
2018-03-05,3.250500,3.262300,3.249400,3.249600,3.249600,0
2018-03-06,3.241000,3.242800,3.216300,3.241000,3.241000,0
2018-03-07,3.206400,3.239500,3.206100,3.208000,3.208000,0
2018-03-08,3.241300,3.265200,3.208700,3.242900,3.242900,0
2018-03-09,3.266100,3.267400,3.238800,3.266100,3.266100,0
2018-03-12,3.256100,3.263800,3.249800,3.256100,3.256100,0
2018-03-13,3.260100,3.264400,3.238600,3.260300,3.260300,0
2018-03-14,3.258600,3.265200,3.235700,3.258700,3.258700,0
2018-03-15,3.258600,3.293000,3.256600,3.258500,3.258500,0
2018-03-16,3.282200,3.297200,3.281100,3.282100,3.282100,0
2018-03-19,3.278600,3.294900,3.275300,3.280100,3.280100,0
2018-03-20,3.284200,3.303500,3.279700,3.284100,3.284100,0
2018-03-21,3.310400,3.311800,3.282300,3.308700,3.308700,0
2018-03-22,3.270900,3.306000,3.267300,3.272700,3.272700,0
2018-03-23,3.314200,3.314800,3.273300,3.314100,3.314100,0
2018-03-26,3.308700,3.313200,3.289700,3.314500,3.314500,0
2018-03-27,3.310100,3.330700,3.308000,3.310300,3.310300,0
2018-03-28,3.321100,3.343000,3.319700,3.322900,3.322900,0
2018-03-29,3.319300,3.327500,3.312500,3.319300,3.319300,0
2018-03-30,3.303500,3.304200,3.301500,3.303500,3.303500,0
2018-04-02,3.302800,3.315900,3.296400,3.302000,3.302000,0
